en,de
an indicator looks like a strip of tissue-paper saturated with spore suspension of bacillus stearothemophilus atcc 7953 (for forms) type and bacillus atrophaeus atcc 9372 type in a single special paper wrapping protecting against contamination.,"der indikator hat die form eines in der sporensuspension bacillus stearothemophilus atcc 7953 (für form) sowie bacillus atrophaeus atcc 9372 getränkten saugpapiersstreifens in einer papierverpackung, die vor kontamination schützt."
"we can also see pinna nobilis, discordoris atromaculata (kip sea) cladocora caespitosa (coral mediterranean) and many other forms of life of many colors.","wir können auch sehen, pinna nobilis, discordoris atromaculata (kip meer) cladocora caespitosa (korallen im mittelmeer) und viele andere formen des lebens aus vielen farben."
"due to its particular electrical structure, organic silicon is constantly seeking ionic equilibrium, bringing or taking electrical charges to deficient cells in order that they regain their autonomy, they are once again able to receive the nutriments and reject waste, they can react to aggressions once again.","dabei führt es den defizitären zellen elektrische ladung zu oder entzieht sie ihnen, bis die zellen ihre autonomie wiederfinden und erneut in der lage sind, ihre nährstoffe aufzunehmen und reststoffe abzubauen. so können die zellen erneut auf aggressive außeneinwirkungen reagieren."
"at the hub of this brutal new african slave trade are the so-called ‘madams’ – nigerian female pimps, who make the human trafficking business from nigeria the only major organized crime business worldwide controlled by women. told through the eyes of the trade’s victims, “sisters of no mercy”, for the first time ever, sheds light on a new and vicious form of slavery between nigeria and countries such as italy, where an estimated one in three prostitutes comes from nigeria today.","an der spitze dieses neuen und brutalen afrikanischen sklavenhandels stehen die sogenannten “madames” – skrupellose nigerianische zuhälterinnen, die den nigerianischen frauenhandel zum einzigen organisierten verbrechen weltweit machen, das ausschließlich von frauen kontrolliert wird."
btse developed and produces the weapon controller for the light naval gun system to be installed on german ships and international vessels.,btse entwickelte und qualifizierte die waffensteuerung für das marineleichtgeschütz mlg 27 der deutschen marine. das system ist auch auf anderen schiffen international im einsatz und wird aktuell bei btse produziert.
nothing relieved the tautness of my nerves better than making love – after making love this temple of clay would feel lighter than it had in weeks.,"der arztroman spielt im heißen sommer des jahres 2003, als der krieg im irak in vollem gange ist und wird somit auch gleichzeitig zu einer art bestandsaufnahme der generation der in den 1980ern aufgewachsenen, von denen kein kleiner teil immer noch auf der suche nach einem platz in der welt ist, die es zu verbessern gilt."
"god has sealed their hearts and their hearing, and over their eyes is a veil; and awesome suffering awaits them.","versiegelt hat gott ihre herzen und ihr gehör, und über ihrem augenlicht liegt eine hülle. und bestimmt ist für sie eine gewaltige pein."
"to create an even closer bond between child and doll, we also offer a collection of handmade and specially designed matching clothes and shoes, doll's furniture, plus lots more to make the hearts of little girls - regardless of their skin colour and origin - beat a little faster.","und damit kind und püppi noch mehr verbindet, bieten wir ihnen dazu unsere eigene kleine kleider- und schuhkollektion an, die es für beide gibt."
"this leads to two problems, above all: · too few pancreatic enzymes (leading to digestion problems) · too little insulin (leading to high blood-sugar levels) these deficiencies can be treated by taking suitable medication.",diese mangelzustände können mit entsprechenden medikamenten substituiert werden.
"check the box to find the best suppliers for active meetings with healthy choices, so that your human resources are delivering excellent performance instead of delivering sick notes.","damit diese mit leistungen und nicht mit krankschreibungen auffallen, gibt es über dieses häkchen starke anbieter mit gesunden möglichkeiten für aktives tagen!"
voltrona farm products are delivered by forwarders who are expert in fragile products requiring particular care in handling and storage.,"die produkte der fattoria voltrona werden erfahrenen spediteuren für zerbrechliche waren, die bei der logistik und lagerung eine besonders vorsichtige behandlung benötigen."
"to protect the patient, the dressing should minimise exposure to pathogens during wear time as well as promote healing even if the dressing remains on the wound for a longer period of time.","zum schutz der patienten sollte die wundauflage während der tragezeit sowohl die exposition mit erregern minimieren, als auch trotz verlängerter verweildauer für eine heilungsfördernde wundsituation sorgen."
"8.1 if the buyer is unable to use the goods in accordance with the contract due to a fault of hamm by having omitted or provided faulty advice or proposals, or due to the violation of other contractual ancillary obligations by hamm, in particular in instructions for the operation and maintenance of the delivered goods, the provisions of clauses 7 and 8.2 shall apply accordingly, excluding any further claims by the buyer.","8.1 wenn der liefergegenstand durch verschulden von hamm infolge unterlassener oder fehlerhafter ausführung von vor oder nach vertragsschluss erfolgten vorschlägen und beratungen oder durch die verletzung anderer vertraglicher nebenverpflichtungen – insbesondere anleitung für bedienung und wartung des liefergegenstandes – vom besteller nicht vertragsgemäß verwendet werden kann, so gelten unter ausschluss weiterer ansprüche des bestellers die regelungen der ziffern 7 und 8.2 entsprechend."
"traditionally, young men dress up as the krampus in the first two weeks of december and particularly in the evening of december 5 and roam the streets frightening children (and adults) with rusty chains and bells. in some rural areas also slight birching especially of young females by the krampus is part of tradition.","""der name leitet sich von altdeutsch krampen = „kralle“ oder bairisch krampn = etwas lebloses, vertrocknetes, verblühtes oder verdorrtes ab."
"having worked with contact-free measurement procedures over many years, we have attained a high competence, particularly using the grey scale method developed by the association for optical measurement .","durch die jahrelange anwendung von berührungslosen messverfahren haben wir uns eine hohe kompetenz insbesondere bei untersuchungen mit dem verfahren der grauwertkorrelation, das von der gesellschaft für optische messtechnik entwickelt wurde, erarbeitet."
"turning back, we decide to continue our walk along the beach, we make our way into the sinuous recesses and climb up and down the rocks, listening to the sound of the waves as they lap against the crevices in the rocks. the saltiness gets into our bones, makes its way into our hair… the path is sometimes precarious but still continues until, quite unexpectedly, the splendid stretch of golden sand, known as cotoncello point, opens up before our eyes.","hier hält das meer still, umarmt kurz den kleinen strand, hinterlässt muscheln, kleine holzteile, krebsschalen, steinchen und verlässt ihn dann."
"comment: based on currently-available data, continuous intravenous administration of insulin with the purpose of restoring normoglycemia (4.4–6.1 mmol/l (80–110 mg/dl)) in icu patients has so far been considered a measure having the potential to prevent septic complications in postoperative and mechanically ventilated predominantly cardiological surgical patients (severe sepsis prevention) and therefore help reduce mortality and morbidity [126] , [127] . however, this has been shown in only one single-center randomized trial; a confirmatory study is still pending.","kommentar: eine kontinuierliche intravenöse verabreichung von insulin mit dem ziel der wiederherstellung einer normoglykämie (4,4–6,1 mmol/l (80–110 mg/dl)) bei intensivpatienten war nach der bisher vorliegenden datenlage eine massnahme, welche septische komplikationen bei postoperativen und mechanisch beatmeten, überwiegend kardiochirurgischen patienten verhindert (prävention einer schweren sepsis) und damit zu einer senkung der letalität und morbidität beitragen könnte [126] , [127] ."
"in the presence of increased blood glucose levels, the parenterally delivered glucose quantities should be reduced first and the indication for steroid therapy, if it is being administered, reviewed.",bei erhöhten blutzuckerwerten sollte zunächst die parenteral zugeführte glukosemenge reduziert und die indikation einer evtl. bestehenden medikation mit glukokortikosteroiden überprüft werden.
"in neutropenic patients presenting with fever of unknown origin, antifungal therapy should only be administered when the calculated empiric antibiotic therapy fails to achieve the desired result after 72–96 hours and the patient's clinical condition worsens [226] .","bei neutropenischen patienten sollten antimykotika bei unklarem fieber dann eingesetzt werden, wenn eine kalkulierte antibiotikatherapie nach 72–96 std. erfolglos war und der klinische zustand des patienten sich verschlechtert [226] ."
"comment: indications include severe tachypnea (respiratory rate >35/min), muscle fatigue (use of respiratory muscles), reduced alertness and a decrease in oxygen saturation to ≤90% despite oxygen insufflation.","kommentar: zu den indikationen gehören schwere tachypnoe (atemfrequenz >35/min), muskuläre erschöpfung (einsatz der atemhilfsmuskulatur), eingeschränkte vigilanz und ein sättigungsabfall ≤90% trotz sauerstoffinsufflation."
"this effect was recorded primarily in patients with an apache-ii score between 10 and 15, while in patients with higher apache ii scores the control group displayed better survival [358] .","diese fand sich vor allem bei den patienten mit einem apache-ii score zwischen 10–15, während bei patienten mit höherem apache-ii score das überleben in der kontrollgruppe günstiger war [358] ."
"the aim of this process is not getting cloned human beings, but growing human stem cells used for the treatment of diseases and research.","das ziel dieses prozesses ist nicht immer der mensch geklont, aber wachsende menschliche stammzellen für die behandlung von krankheiten und forschung eingesetzt."
theheart.org features new article in jacc journal reporting about the first evidence of a therapeutic window for p2y12-inhibitor antiplatelet agents as determined by multiplate.,"theheart.org berichtet über neue arbeit in jacc zu erster evidenz eines therapeutischen fensters für p2y12-thrombozytenhemmer, stratifiziert mittels multiplate."
"with its extremely low-headroom manual trolley, the yalelift it atex explosion-protected hand chain hoist with an integrated push or geared-type trolley mount helps lift heavy loads of up to 10 tons flexibly, even in environments with tight space restrictions.","yalelift it atex, der ex-geschützte stirnradflaschenzug mit integriertem roll- oder haspelfahrwerk, hilft mit seinem äußerst niedrig bauenden handfahrwerk selbst in beengten umgebungsverhältnissen flexibel beim heben von bis zu 10 tonnen schweren lasten."
"physical impairment following surgery, an accident, as result of disease or in patients with chronic complaints can have a variety of causes.","körperliche beeinträchtigungen nach einer operation, nach einem umfall, aufgrund einer krankheit oder bei chronischen beschwerden können verschiedene ursachen haben."
the phase iib clinical trial with am-101 will recruit patients suffering from persistent inner ear tinnitus following a documented acute acoustic trauma or sudden deafness incident less than 3 months before.,"in die phase iib studie mit am-101 werden patienten aufgenommen, die an anhaltendem innenohr-tinnitus leiden, der vor nicht länger als 3 monaten durch ein knalltrauma oder einen hörsturz ausgelöst wurde."
25 years experience and the latest technology at our disposal explain the high success rate in our hospital. after the diagnosis is made the patient is examined by two state of the art systems.,die katarakt operationen werden in unserem hause durch professor mahmut kaskaloglu und seinem team nach dem fakoemulzifikations- verfahren ohne injektion und naht durchgeführt.
"we offer a broad choice of omega 3 and omega 6 , antioxydants unit or in complexes, vitamins and minerals , enzyma and extracts of plants within single combination on the market.","wir bieten eine ausgedehnte wahl von omega 3 und omega 6, antioxydants maßeinheit oder in den komplexen, vitaminen und mineralien, enzym und extrakte der betriebe innerhalb der einzelnen kombination auf dem markt an."
"thanks to the integrated approach of our hospital and the trans-departmental cooperation with the hospital divisions handling acute diseases our rehabilitation patients benefit from short treatment channels, seamless transitions between the individual medical care stages and optimally concerted diagnostic and therapeutic measures.","durch den integrierten ansatz unserer klinik und die abteilungsübergreifende zusammenarbeit mit den akutbereichen der klinik profitieren unsere rehabilitationspatienten von kurzen behandlungswegen, nahtlosen übergängen zwischen den einzelnen versorgungsstufen und optimal aufeinander abgestimmten diagnostischen und therapeutischen maßnahmen."
if the quantity delivered was too small the customer should immediately after receiving the products make a term of delivery (according to 7.6) in order to exert the defect.,"falls zu wenig geliefert wurde, muß der kunde sofort nach empfang binnen der im punkt 7.6 genannte fristen, den mangel anzeigen, um den mangel geltend zu machen."
drainage ayurveda treatment based on seaweed mud containing both vegetable and marine trace elements which helps reduce cellulite and adiposity and improve skin appearance and moisture and has anti-inflammatory properties.,"ayurveda-massage zur entwässerung mit algenfango, basiert auf pflanzen- und meeresspurelementen für körperbehandlungen, zur reduzierung von zellulitis, fettreduzierung, zur verbesserung der hautelastizität, spendet der haut hydratation und hilft gegen entzündungen."
in the cooperation with the cardiologist we prepare it primarily for the clients with the cardiovascular complications and other civilization diseases.,in der zusammenarbeit mit dem kardiolog erstellen wir es primär für die rekonvaleszenten mit den kardiovaskulären komplikationen und anderen zivilisationserkrankungen.
"systematically we are searching for a new technologically solutions, introducing new products, improve our company organization system, keeps the constant products quality control on of their production.","unsere produktpalette umfasst schlüsselanhänger, logo- und memoclips, lenticular sowie die bereits erwähnte werbemagnete und 3d aufkleber."
"it has at its disposal sauna, pearl pool and rehabilitation pool with counterflow, classic and underwater massages, pearl bath, scotch jets, hydro-puncture bath, paraffine procedures, classic acupuncture, electro-, sono-, pneumo- and laser-acupuncture, oxygen-therapy, cryo-therapy, magneto-therapy, complex electrotherapy, intestinal irrigations, fit-centre, gynaecological department, floating – dead sea. the balneal-department is located in spa hotel kriváň.","den patienten stehen sauna, perlenbassin und rehabilitationsbassin mit gegenstrom, klassische und unterwassermassagen, perlenbäder, schottische spritzen, hydropunkthurwanne, parafango, klassische akupunktur, elektro-, sono, und laserakupunktur, oxygenotherapie, kryotherapie, magnetotherapie, komplexe elektrotherapie, darmspülungen, fitnesszentrum, gynäkologieabteilung und floating – totes meer zur verfügung."
"this is important because the plant absorbs valuable nutriments such as calcium, magnesium and iron at the points where it is growing.","dies ist wichtig, weil pflanzen gerade an diesen vegetationspunkten wertvolle nährstoffe wie calcium, magnesium und eisen aufnehmen."
"cold air -30°c till -60°c skin cooling significantly reduces pain and discomfort for superficial laser and ipl applications, while protecting the tissues from possible thermal damage and allowing a higher fluence for increased efficiency.","?t saugt raumluft an, die dann gefiltert und abgek? ?hlt wird bis auf -30 bis -60?"
"in the beginning, we prepared translations from czech to hungarian and then from chinese to hungarian. in july, we translated the technical documentation of the company’s urine analyzers and blood glucose meters from english to vietnamese.","zuerst haben wir übersetzungen, zum thema elektronik, in den relationen tschechisch-ungarisch und später chinesisch-ungarisch angefertigt, im juli aber haben wir dann die technischen dokumentationen des harnanalysegeräts und der blutzuckermessgeräte dieser firma vom englischen ins vietnamesische übersetzt."
an advantage of an optical system is that the data to calculate the object are delivered from full image's.,"der vorteil eines optischen scanners gegenüber eines laserscanners ist, dass bei dem optischen system komplette bilder verarbeitet werden."
"it was the first to ""propose a framework for characterizing complex technological systems such as air traffic, marine traffic, chemical plants, dams, and especially nuclear power plants according to their riskiness"".","sie war die erste, die „einen rahmen für die charakterisierung komplexer technologischer systeme wie luftverkehr, seeverkehr, chemieanlagen, dämme und insbesondere kernkraftwerke nach ihrem risiko vorschlug“."
"that same year she recorded the cd's delivery, jewels of navidad and dreams.","im gleichen jahr nahm er die cds entrega, joyas de navidad und sueños auf."
"by 2012, german university in cairo established the berlin campus in the heart of berlin city.",bis 2012 gründete die deutsche universität kairo den campus berlin im herzen der stadt berlin.
in july 1996 it became known that regine hildebrandt had breast cancer.,"im juli 1996 wurde bekannt, dass regine hildebrandt an brustkrebs erkrankt war."
"it provides access to approximately two million freely accessible and systematically organised print media and 1,600 work stations in an area of 25,000 square metres at the heart of the university.","sie bietet ca. zwei millionen frei zugängliche, systematisch geordnete gedruckte medien und 1.600 arbeitsplätze auf einer fläche von ca. 25.000 quadratmetern im zentrum der universität."
"although schläfli was familiar to his colleagues in the second half of the century, especially for his contributions to complex analysis, his early geometrical work failed to attract notice for many years.","obwohl schläfli in der zweiten hälfte des 19. jahrhunderts ziemlich bekannt bei seinen kollegen, im speziellen für seine beiträge zur komplexen analysis, war, bekam sein frühes geometrisches werk lange zeit keine grosse aufmerksamkeit."
"for the last eight years of my life, ever since i hit puberty, i've been forced to endure an existence of loneliness, rejection and unfulfilled desires all because girls have never been attracted to me.","in den letzten acht jahren meines lebens, seitdem ich in die pubertät kam, musste ich eine existenz der einsamkeit, zurückweisung und unerfüllten wünsche ertragen, weil sich mädchen nie emotional zu mir hingezogen fühlten."
"initially, the laboratory that operated on the premises of the pharmacy processed extracts from organs of animals and produced organotherapeutic drugs.","zunächst verarbeitete das labor, das auf dem gelände der apotheke operierte, extrakte aus tierorganen und produzierte organotherapeutika."
"his instrumental cover of connie francis' ""don't break the heart that loves you"" on the colpix label in 1962 reached #101 on billboard's listing.",seine instrumental-coverversion des connie francis-hits „don't break the heart that loves you“ auf dem label colpix erreichte 1962 #101 der billboard charts.
"since 2014 griesshammer, along with prof. matthias bergman of the institute for socio-ecological research (isoe), has jointly headed the scientific coordination of the bmbf programme ""environmentally and socially compatible transformation of the german energy system”.",seit 2014 leitet grießhammer zusammen mit prof. matthias bergman (isoe – institut für sozial-ökologische forschung) die wissenschaftliche koordination des bmbf-programms „umwelt- und sozialverträgliche transformation des energiesystems“.
"on 6 november 2005, iraqi airways operated a flight from baghdad to tehran, iran, for the first time in twenty-five years.",und am 6. november flog eine maschine von bagdad nach teheran im iran - zum ersten mal nach 25 jahren.
"on 20 october 2010, she announced that she had breast cancer and was being treated in new york where she lived with her husband.","2010 gab sie bekannt, dass sie an brustkrebs erkrankt sei und in new york behandelt werde, wo sie mit ihrem mann lebte."
"menon has performed nearly 4,000 robotic prostatectomies and is considered a world authority on the use robotic surgery for prostate cancer.",menon hat fast 4.000 roboterassistierte prostatektomien durchgeführt und gilt als weltweit anerkannte autorität auf dem gebiet der roboterassistierten chirurgischen behandlung von prostatakrebs.
pressure relief valves in the rooms or cells regulated the pressure.,überdruckventile in den räumen oder zellen regelten den überdruck.
"dontae morris is said to be a member of the ""bloods"" street gang according to prison records, and he had a 7-year-old son in 2013.","dontae morris soll laut gefängnisakten mitglied der straßengang „bloods“ sein, außerdem hat er einen sohn der 2013 sieben jahre alt war."
"in the early 1990s, gabon introduced a multi-party system and a new democratic constitution that allowed for a more transparent electoral process and reformed many governmental institutions.","gabun führte in den 1990er jahren ein mehrparteiensystem ein und verabschiedete eine neue verfassung, die eine reform der regierungsorganisationen und transparentere wahlen ermöglichte."
"prospective studies were also taking place in the u.s. schwaninger and colleagues collaborated with barnes-jewish hospital, where they studied cardiac arrest patients over a three-year period (april 1991 - february 1994).","sie arbeiteten mit dem barnes-jewish hospital zusammen, wo sie über einen zeitraum von drei jahren (april 1991 – februar 1994) herzstillstandspatienten studierten."
yaşargil treated epilepsy and brain tumors with instruments of his own design.,yaşargil behandelte epilepsie und gehirntumore mit selbst entworfenen instrumenten.
"according to another inmate of the camp, colonel khamphan thammakhanty, touby was kept shackled during the final months of his life but other inmates could hear him singing songs that mocked the new government.","laut einem anderen gefangenen, oberst khamphan thammakhanty, wurde touby während seiner letzten monate gefesselt, aber die anderen gefängnisinsassen sollen ihn lieder singen gehört haben, welche sich über die neue herrschaft lustig machten."
"in their seminal experiments from the early 1960's, leonard hayflick and paul moorhead found out that normal human fetal fibroblasts in culture reach a maximum of approximately 50 cell population doublings before becoming senescent.","in ihren bahnbrechenden experimenten aus den frühen 1960er jahren fanden leonard hayflick und paul moorhead heraus, dass normale menschliche fetale fibroblasten in kultur maximal etwa 50 zellpopulationsverdopplungen erreichen, bevor sie altern ."
"generous gifts to the charterhouse - particularly from peter rinck, rector of cologne university - made it possible to rebuild the chapter house and library within two years.","durch großzügige stiftungen an die kartause – hier wird vornehmlich der rektor der kölner universität, peter rinck genannt – konnte das kapitelhaus und die bibliothek innerhalb von zwei jahren wiederaufgebaut werden."
"at uci, she won the chang pin-chun undergraduate research award for molecular research involving cancer treatment and heart transplant rejection.",an der uci gewann sie den chang pin-chun undergraduate research award für molekularbiologie-forschungen im zusammenhang mit krebs-behandlungen und herztransplantationen.
"artes (advanced research in telecommunications systems) is the european space agency's long-running, large-scale programme to support the development of advanced satcom products and services.",artes (advanced research in telecommunications systems) ist ein langfristiges entwicklungsprogramm der esa zur entwicklung von produkten und diensten für die satellitenkommunikation.
"at the same congress goldberg introduced his “statistical machine,” a document search engine that used photoelectric cells and pattern recognition to search the metadata on rolls of microfilmed documents (us patent 1,838,389, 29 december 1931).","auf demselben kongress stellte goldberg seine statistische maschine vor, bei der mit hilfe von fotozellen und mustererkennung die metadaten auf rollen von mikrofilm durchsucht werden konnten (us-patent 1,838,389 vom 29. dezember 1931)."
"meanwhile, in 1985, carl left jack mack and the heart attack to record his third solo album.","1985 verließ carl die band jack mack and the heart attacks, um sein drittes soloalbum aufzunehmen."
"he is unwilling to undergo chemotherapy, remembering that it was not enough to save adrian when she had ovarian cancer.","er ist jedoch nicht bereit, sich einer chemotherapie zu unterziehen, weil er sich daran erinnert, dass diese nicht geholfen hat, adrian zu retten, als sie an eierstockkrebs erkrankt war."
"queensland premier digby denham turned all of the state's resources over to search efforts, including seven vessels operated by the public service, police and shipping.","der premierminister des bundesstaats queensland, digby denham, ließ alle zur verfügung stehenden einsatzkräfte für die suche nach dem schiff einsetzen, darunter die polizei und sieben schiffe der küstenwache."
"the disadvantage of these systems was the limited area covered by the ""screen"", the high weight of the small televisions used to project the display, and the fact that the image would appear focused only if the user was focusing at a particular ""depth"".","der nachteil dieser systeme war die begrenzte fläche des bildschirms, das hohe gewicht der kleinen bildschirme, die zur bilderzeugung eingesetzt wurden und die tatsache, dass das bild nur scharf wirkte wenn der benutzer seine augen auf eine bestimmte tiefe fokussierte."
"repeat offenders were to be punished by having ears cut off, and, on the third offense, to have the tongue ""bored through with a hot iron"".","wiederholt gefasste „täter“ wurden mit dem abschneiden ihrer ohren und, beim dritten vorfall, durch das durchbohren ihrer zunge mit einem glühenden eisenstab bestraft."
"since the half-life period of the hormones prolactin and oxytocin (which promote bonding) are very short, sears recommends to breastfeed very frequently, newborns in particular (8 to 12 times a day).","da die halbwertszeiten der bindungsfördernden hormone prolaktin und oxytocin sehr kurz sind, empfehlen sie insbesondere für neugeborene sehr häufiges stillen (8–12mal pro tag)."
"construction of the stack of automobiles took two years, with the assistance of bowcott's partner helene aspinall and structural engineer eric karsh.","er benötigte zwei jahre für den bau des autostapels, wobei ihm seine lebensgefährtin helene aspinall und der bauingenieur eric karsh halfen."
"remote sensing of the environment: an earth resource perspective) geoberichte 14, landesamt für bergbau, energie und geologie in niedersachsen:schrage, thomas;jacob, philipp , june 2009, flächenverbrauch und bodenversigelung in niedersachsen.","geoberichte 14, landesamt für bergbau, energie und geologie in niedersachsen: schrage, thomas; jacob, philipp, juni 2009, flächenverbrauch und bodenversiegelung in niedersachsen."
"intravenous noradrenaline was taken up into the heart and spleen of rats, and cocaine prevented the uptake, ″thus increasing the amount of noradrenaline available for combination with the adrenergic receptors″.","ratten nahmen intravenös infundiertes noradrenalin unverändert in herz und milz auf; cocain verhinderte die aufnahme „und erhöhte so die menge an noradrenalin, die mit den adrenozeptoren reagieren konnte“."
"the book explains that through the development of facial muscles, individuals reach understanding of the universe and learn to access a state of equilibrium within one's own interpretation.","das buch erklärt, dass durch die weiterentwicklung der gesichtsmuskeln individuen ein verständnis des universums erlangen können und ein stadium eines equilibriums erlangen können, in einer eigenen interpretation des individuums."
"weiquan lawyers, along with international human rights organizations, have argued that the provisions against subversion are inconsistent both with china's own constitution and with international human rights standards, particularly in light of the lack of transparency and clear guidelines used in applying the laws.","weiquan-anwälte argumentierten gemeinsam mit internationalen menschenrechtsorganisationen, dass die bestimmungen gegen subversion sowohl mit chinas eigener verfassung als auch mit internationalen menschenrechtsstandards unvereinbar seien, insbesondere angesichts der mangelnden transparenz und der unklaren richtlinien für die anwendung der gesetze."
"he was able to crawl that evening to the cellar of the nearest house, and was later conveyed to his own home, where he was treated by dr. charles horner.","abends gelang es ihm, sich im keller eines nahe gelegenen hauses zu verstecken und konnte etwas später in sein haus zurückkehren, wo seine wunden von dr. charles horner versorgt wurden."
a clinical study showed that such preparations prevent endotoxemia in heart valve operations.,in einer klinischen studie konnte deren nutzen zur verhinderung von endotoxämie bei herzklappen-operationen nachgewiesen werden.
"instituted over the resistance of admiral hyman rickover and others, high-low sought to balance the purchase of high-end, nuclear-powered vessels with low-end, cheaper ones—such as the sea control ship—that could be bought in greater numbers.","gegen den widerstand von admiral hyman rickover und anderer sollte „high-low“ ein gleichgewicht zwischen der beschaffung moderner, nukleargetriebener schiffe und einfachen, kostengünstigen schiffen – die aber in großer stückzahl beschafft werden konnten – erreichen."
"in multilingual computer systems, different logical characters may have identical appearances.",in mehrsprachigen computersystemen können logisch unterschiedliche zeichen gleich aussehen.
"during the 1945 session governor earl snell called for legislation to create a tax study committee, with the original purpose of, engaging the services of a nationally recognized firm of tax experts for the purpose of a complete survey, examination and analysis of all phases of our tax structure and report to the legislature with recommendations as to the most attractive, advantageous and equitable tax system consistently possible for oregon to devise.","während der session von 1945 forderte der gouverneur earl snell die legislative auf ein tax study committee aufzustellen mit dem ursprünglichen zweck: „engaging the services of a nationally recognized firm of tax experts for the purpose of a complete survey, examination and analysis of all phases of our tax structure and report to the legislature with recommendations as to the most attractive, advantageous and equitable tax system consistently possible for oregon to devise.“ belton wurde mitglied im tax study committee."
"through examinations in families it was found that there is a family connection to the occurrences, which leads to the conclusion that there is a genetic predisposition for it; for example, patients with folliculitis decalvans could have a hereditary different opening of the hair follicle that could facilitate the lodging of the bacteria.","durch untersuchungen in familien konnte herausgefunden werden, dass es zu einer familiären häufung kommt und so ist man zu dem schluss einer genetischen prädisposition gekommen, die sich z. b. darin äußern kann, dass patienten mit folliculitis decalvans eine angeborene andersartige haarfollikelöffnung besitzen, die ein sich-einnisten der bakterien erleichtern könnte."
"complex fractures like pelvis fractures, calcaneus or tibia head fractures, etc. need an exact placement of screws and other surgical implants to allow quickest possible treatment of the patients.","komplexe knochenbrüche wie beckenfrakturen, fersenbeinfrakturen oder tibiakopffrakturen benötigen eine exakte platzierung der schrauben und anderer chirurgischer implantate, um die schnellstmögliche behandlung des patienten zu gewährleisten."
the instrument was described by german physician johann christian reil (1759–1813) for the purpose of treating patients who had lost the ability to focus their attention.,"der zweck des instruments war laut einer beschreibung von johann christian reil (1759–1813) die behandlung von patienten, denen es schwerfällt, sich zu konzentrieren."
"currently, he continues his research on botany and the influence of plants on human health focusing on the field of phytho-biochemistry.",derzeit setzt er seine forschungen über den einfluss von pflanzen auf die gesundheit des menschen fort und hat sich auf das gebiet der phyto-biochemie konzentriert.
"in analogy to vaccination, he attempted to generate immunity to cancer by injecting weakened cancer cells.","analog zur impfung versuchte er, durch die injektion von abgeschwächten krebszellen eine immunität gegen krebs zu erzeugen."
"in 2008, the bavarian state minister for science, research and art, dr. thomas goppel, wrote in his foreword for the catalogue third eye of distance communication: also, the monument to the five senses, which was installed in front of the neues stadtmuseum in 1992 – a three-meter tall hand with nose, eye, ear and mouth – deserves particular attention.","2008 schrieb der bayrische staatsminister für wissenschaft, forschung und kunst: „auch das 1992 vor dem neuen stadtmuseum aufgestellte denkmal für die 5 sinne – eine drei meter hohe hand mit nase, auge, ohr und mund – verdient besondere beachtung."
understanding the function of these structures can also help to identify the causes of certain diseases that occur when the folding of membranes or the transport of materials in cells fails to work properly.,"oder um die ursachen bestimmter krankheiten zu erkennen, die auftreten, wenn die membranfaltung oder der stofftransport in zellen nicht richtig funktionieren."
"her pen name bing xin (literally ""ice heart"") carries the meaning of a morally pure heart, and is taken from a line in a tang dynasty poem by wang changling.",ihr künstlername (wörtlich „eisherz“) bedeutet so viel wie „moralisch reines herz“ und stammt aus einem gedicht von wang changling aus der tang-dynastie.
"at the peak of the band's success, the musicians owned identical cord automobiles, each in a different color with the name of the orchestra and the owner embossed on the rear.","auf dem höhepunkt ihrer popularität besaßen die bandmitglieder identische cord- automobile, jedes in einer anderen farbe, mit dem namen der band und des besitzers auf dem dach."
"each time a cell divides, two cells result which, although they contain the same genome in full, can differ in which genes are turned on and making proteins.","jedes mal, wenn sich eine zelle teilt, resultieren daraus zwei zellen, die, obschon sie dasselbe genom enthalten, sich darin unterscheiden können, welche gene aktiviert sind, und proteine produzieren."
"named after fritz russ, the founder of systems research laboratories, and his wife dolores russ, it recognizes a bioengineering achievement that ""has had a significant impact on society and has contributed to the advancement of the human condition through widespread use.""","benannt nach fritz russ, dem gründer von systems research laboratories, und seiner frau dolores russ wird dieser preis von der stiftung an menschen verliehen, die eine „signifikante auswirkung auf die gesellschaft gaben und einen umfassenden fortschritt auf das menschliche befinden beitrugen“."
"at the end of this period in time, the mines delivered a portion of high-quality iron ore for the 1887-1889 eiffel tower to the forges and factories of fould-dupont in pompey near nancy.",die bergwerke förderten und lieferten in dieser zeit einen teil des hochwertigen eisenerzes für den 1887 bis 1889 errichteten eiffelturm an die schmiedewerkstätten fould-dupont in pompey bei nancy.
"thus, il-21 may contribute to the mechanism by which cd4+ t helper cells orchestrate the immune system response to viral infections.","es ist somit wahrscheinlich, dass il-21 am mechanismus beteiligt ist, mit dem cd4+-t-helferzellen die antwort des immunsystems auf virale infektionen orchestrieren."
"it appeared in 1993 as nkumbi initiation ritual and structure among the mbo of zaïre and as asa: myth of origin of the blood brotherhood among the mbo of the ituri forest, both in annales of the royal museum for central africa (tervuren, belgium), vol.","es erschienen 1993 nkumbi initiation ritual and structure among the mbo of zaïre und asa: myth of origin of the blood brotherhood among the mbo of the ituri forest in den annalen des königlichen museums für zentral-afrika mit sitz in tervuren in belgien, band 137."
